ID,session,run,Variable,Value,mean_value,subject_variable,row_number
125,1,1,aqi,-0.287,0.547,125_aqi,549
125,1,2,aqi,-1.124,0.547,125_aqi,550
126,1,1,aqi,-1.112,0.547,126_aqi,551
126,1,2,aqi,-1.415,0.547,126_aqi,552
127,1,1,aqi,1.192,0.547,127_aqi,553
127,1,2,aqi,-1.295,0.547,127_aqi,554
128,1,1,aqi,1.449,0.547,128_aqi,555
128,1,2,aqi,-0.312,0.547,128_aqi,556
129,1,1,aqi,0.895,0.547,129_aqi,557
129,1,2,aqi,-0.392,0.547,129_aqi,558
130,1,1,aqi,0.309,0.547,130_aqi,559
130,1,2,aqi,-0.343,0.547,130_aqi,560
131,1,1,aqi,0.698,0.547,131_aqi,561
131,1,2,aqi,0.352,0.547,131_aqi,562
132,1,1,aqi,0.79,0.547,132_aqi,563
132,1,2,aqi,-0.588,0.547,132_aqi,564
133,1,1,aqi,-1.207,0.547,133_aqi,565
133,1,2,aqi,1.564,0.547,133_aqi,566
134,1,1,aqi,-1.5,0.547,134_aqi,567
134,1,2,aqi,1.755,0.547,134_aqi,568
135,1,1,aqi,-1.126,0.547,135_aqi,569
135,1,2,aqi,-0.177,0.547,135_aqi,570
136,1,1,aqi,0.191,0.547,136_aqi,571
136,1,2,aqi,-0.455,0.547,136_aqi,572
137,1,1,aqi,-0.593,0.547,137_aqi,573
137,1,2,aqi,1.401,0.547,137_aqi,574
138,1,1,aqi,0.417,0.547,138_aqi,575
138,1,2,aqi,-0.414,0.547,138_aqi,576
139,1,1,aqi,-0.991,0.547,139_aqi,577
139,1,2,aqi,-0.258,0.547,139_aqi,578
140,1,1,aqi,-0.279,0.547,140_aqi,579
140,1,2,aqi,1.347,0.547,140_aqi,580
141,1,1,aqi,-1.084,0.547,141_aqi,581
141,1,2,aqi,-0.474,0.547,141_aqi,582
142,1,1,aqi,1.114,0.547,142_aqi,583
142,1,2,aqi,1.168,0.547,142_aqi,584
143,1,1,aqi,0.107,0.547,143_aqi,585
143,1,2,aqi,-1.373,0.547,143_aqi,586
144,1,1,aqi,-1.042,0.547,144_aqi,587
144,1,2,aqi,-1.426,0.547,144_aqi,588
145,1,1,aqi,1.624,0.547,145_aqi,589
145,1,2,aqi,1.733,0.547,145_aqi,590
146,1,1,aqi,-0.135,0.547,146_aqi,591
146,1,2,aqi,-1.559,0.547,146_aqi,592
147,1,1,aqi,1.631,0.547,147_aqi,593
147,1,2,aqi,-1.686,0.547,147_aqi,594
148,1,1,aqi,-1.65,0.547,148_aqi,595
148,1,2,aqi,-0.938,0.547,148_aqi,596
149,1,1,aqi,1.101,0.547,149_aqi,597
149,1,2,aqi,1.663,0.547,149_aqi,598
150,1,1,aqi,0.933,0.547,150_aqi,599
150,1,2,aqi,-0.862,0.547,150_aqi,600
1,1,1,dvars_nstd,0.984,1.15,1_dvars_nstd,601
1,1,2,dvars_nstd,-1.563,1.15,1_dvars_nstd,602
2,1,1,dvars_nstd,0.628,1.15,2_dvars_nstd,603
2,1,2,dvars_nstd,-1.608,1.15,2_dvars_nstd,604
3,1,1,dvars_nstd,0.006,1.15,3_dvars_nstd,605
3,1,2,dvars_nstd,1.384,1.15,3_dvars_nstd,606
4,1,1,dvars_nstd,-1.128,1.15,4_dvars_nstd,607
4,1,2,dvars_nstd,1.122,1.15,4_dvars_nstd,608
5,1,1,dvars_nstd,0.054,1.15,5_dvars_nstd,609
5,1,2,dvars_nstd,-0.887,1.15,5_dvars_nstd,610
6,1,1,dvars_nstd,-1.028,1.15,6_dvars_nstd,611
6,1,2,dvars_nstd,1.602,1.15,6_dvars_nstd,612
7,1,1,dvars_nstd,-0.863,1.15,7_dvars_nstd,613
7,1,2,dvars_nstd,0.315,1.15,7_dvars_nstd,614
8,1,1,dvars_nstd,1.181,1.15,8_dvars_nstd,615
8,1,2,dvars_nstd,-0.456,1.15,8_dvars_nstd,616
9,1,1,dvars_nstd,0.395,1.15,9_dvars_nstd,617
9,1,2,dvars_nstd,0.08,1.15,9_dvars_nstd,618
10,1,1,dvars_nstd,1.499,1.15,10_dvars_nstd,619
10,1,2,dvars_nstd,1.119,1.15,10_dvars_nstd,620
11,1,1,dvars_nstd,0.952,1.15,11_dvars_nstd,621
11,1,2,dvars_nstd,0.018,1.15,11_dvars_nstd,622
12,1,1,dvars_nstd,0.977,1.15,12_dvars_nstd,623
12,1,2,dvars_nstd,0.464,1.15,12_dvars_nstd,624
13,1,1,dvars_nstd,0.046,1.15,13_dvars_nstd,625
13,1,2,dvars_nstd,1.125,1.15,13_dvars_nstd,626
14,1,1,dvars_nstd,1.681,1.15,14_dvars_nstd,627
14,1,2,dvars_nstd,-1.425,1.15,14_dvars_nstd,628
15,1,1,dvars_nstd,0.11,1.15,15_dvars_nstd,629
15,1,2,dvars_nstd,0.899,1.15,15_dvars_nstd,630
16,1,1,dvars_nstd,1.668,1.15,16_dvars_nstd,631
16,1,2,dvars_nstd,-1.546,1.15,16_dvars_nstd,632
17,1,1,dvars_nstd,-1.423,1.15,17_dvars_nstd,633
17,1,2,dvars_nstd,-0.158,1.15,17_dvars_nstd,634
18,1,1,dvars_nstd,-0.742,1.15,18_dvars_nstd,635
18,1,2,dvars_nstd,-1.36,1.15,18_dvars_nstd,636
19,1,1,dvars_nstd,-0.034,1.15,19_dvars_nstd,637
19,1,2,dvars_nstd,-1.682,1.15,19_dvars_nstd,638
20,1,1,dvars_nstd,1.077,1.15,20_dvars_nstd,639
20,1,2,dvars_nstd,0.665,1.15,20_dvars_nstd,640
21,1,1,dvars_nstd,-0.92,1.15,21_dvars_nstd,641
21,1,2,dvars_nstd,0.629,1.15,21_dvars_nstd,642
22,1,1,dvars_nstd,-1.371,1.15,22_dvars_nstd,643
22,1,2,dvars_nstd,-1.155,1.15,22_dvars_nstd,644
23,1,1,dvars_nstd,-0.702,1.15,23_dvars_nstd,645
23,1,2,dvars_nstd,0.809,1.15,23_dvars_nstd,646
24,1,1,dvars_nstd,0.108,1.15,24_dvars_nstd,647
24,1,2,dvars_nstd,-0.845,1.15,24_dvars_nstd,648
25,1,1,dvars_nstd,0.863,1.15,25_dvars_nstd,649
25,1,2,dvars_nstd,0.344,1.15,25_dvars_nstd,650
26,1,1,dvars_nstd,0.033,1.15,26_dvars_nstd,651
26,1,2,dvars_nstd,-0.769,1.15,26_dvars_nstd,652
27,1,1,dvars_nstd,1.498,1.15,27_dvars_nstd,653
27,1,2,dvars_nstd,-0.829,1.15,27_dvars_nstd,654
28,1,1,dvars_nstd,1.652,1.15,28_dvars_nstd,655
28,1,2,dvars_nstd,1.638,1.15,28_dvars_nstd,656
29,1,1,dvars_nstd,-1.482,1.15,29_dvars_nstd,657
29,1,2,dvars_nstd,0.861,1.15,29_dvars_nstd,658
30,1,1,dvars_nstd,-0.956,1.15,30_dvars_nstd,659
30,1,2,dvars_nstd,-0.634,1.15,30_dvars_nstd,660
31,1,1,dvars_nstd,-0.263,1.15,31_dvars_nstd,661
31,1,2,dvars_nstd,1.1,1.15,31_dvars_nstd,662
32,1,1,dvars_nstd,1.259,1.15,32_dvars_nstd,663
32,1,2,dvars_nstd,0.768,1.15,32_dvars_nstd,664
33,1,1,dvars_nstd,1.21,1.15,33_dvars_nstd,665
33,1,2,dvars_nstd,-0.429,1.15,33_dvars_nstd,666
34,1,1,dvars_nstd,0.58,1.15,34_dvars_nstd,667
34,1,2,dvars_nstd,-0.234,1.15,34_dvars_nstd,668
35,1,1,dvars_nstd,-1.497,1.15,35_dvars_nstd,669
35,1,2,dvars_nstd,-0.056,1.15,35_dvars_nstd,670
36,1,1,dvars_nstd,-1.187,1.15,36_dvars_nstd,671
36,1,2,dvars_nstd,-1.086,1.15,36_dvars_nstd,672
37,1,1,dvars_nstd,-0.931,1.15,37_dvars_nstd,673
37,1,2,dvars_nstd,-0.255,1.15,37_dvars_nstd,674
38,1,1,dvars_nstd,0.716,1.15,38_dvars_nstd,675
38,1,2,dvars_nstd,-0.109,1.15,38_dvars_nstd,676
39,1,1,dvars_nstd,-0.132,1.15,39_dvars_nstd,677
39,1,2,dvars_nstd,1.508,1.15,39_dvars_nstd,678
40,1,1,dvars_nstd,1.596,1.15,40_dvars_nstd,679
40,1,2,dvars_nstd,-0.439,1.15,40_dvars_nstd,680
41,1,1,dvars_nstd,1.018,1.15,41_dvars_nstd,681
41,1,2,dvars_nstd,-0.932,1.15,41_dvars_nstd,682
42,1,1,dvars_nstd,0.286,1.15,42_dvars_nstd,683
42,1,2,dvars_nstd,1.291,1.15,42_dvars_nstd,684
43,1,1,dvars_nstd,-0.353,1.15,43_dvars_nstd,685
43,1,2,dvars_nstd,-0.171,1.15,43_dvars_nstd,686
44,1,1,dvars_nstd,0.277,1.15,44_dvars_nstd,687
44,1,2,dvars_nstd,0.912,1.15,44_dvars_nstd,688
45,1,1,dvars_nstd,-0.2,1.15,45_dvars_nstd,689
45,1,2,dvars_nstd,1.588,1.15,45_dvars_nstd,690
46,1,1,dvars_nstd,0.003,1.15,46_dvars_nstd,691
46,1,2,dvars_nstd,1.669,1.15,46_dvars_nstd,692
47,1,1,dvars_nstd,-1.641,1.15,47_dvars_nstd,693
47,1,2,dvars_nstd,0.172,1.15,47_dvars_nstd,694
48,1,1,dvars_nstd,0.729,1.15,48_dvars_nstd,695
48,1,2,dvars_nstd,1.395,1.15,48_dvars_nstd,696
49,1,1,dvars_nstd,-0.96,1.15,49_dvars_nstd,697
49,1,2,dvars_nstd,0.873,1.15,49_dvars_nstd,698
50,1,1,dvars_nstd,-0.754,1.15,50_dvars_nstd,699
50,1,2,dvars_nstd,1.52,1.15,50_dvars_nstd,700
51,1,1,dvars_nstd,-0.084,1.15,51_dvars_nstd,701
51,1,2,dvars_nstd,-1.074,1.15,51_dvars_nstd,702
52,1,1,dvars_nstd,-1.288,1.15,52_dvars_nstd,703
52,1,2,dvars_nstd,-1.342,1.15,52_dvars_nstd,704
53,1,1,dvars_nstd,1.183,1.15,53_dvars_nstd,705
53,1,2,dvars_nstd,-1.568,1.15,53_dvars_nstd,706
54,1,1,dvars_nstd,0.979,1.15,54_dvars_nstd,707
54,1,2,dvars_nstd,-1.306,1.15,54_dvars_nstd,708
55,1,1,dvars_nstd,-0.161,1.15,55_dvars_nstd,709
55,1,2,dvars_nstd,-1.506,1.15,55_dvars_nstd,710
56,1,1,dvars_nstd,-0.141,1.15,56_dvars_nstd,711
56,1,2,dvars_nstd,-0.55,1.15,56_dvars_nstd,712
57,1,1,dvars_nstd,-0.046,1.15,57_dvars_nstd,713
57,1,2,dvars_nstd,-1.438,1.15,57_dvars_nstd,714
58,1,1,dvars_nstd,0.77,1.15,58_dvars_nstd,715
58,1,2,dvars_nstd,0.569,1.15,58_dvars_nstd,716
59,1,1,dvars_nstd,0.902,1.15,59_dvars_nstd,717
59,1,2,dvars_nstd,-0.865,1.15,59_dvars_nstd,718
60,1,1,dvars_nstd,-1.478,1.15,60_dvars_nstd,719
60,1,2,dvars_nstd,-1.545,1.15,60_dvars_nstd,720
61,1,1,dvars_nstd,0.323,1.15,61_dvars_nstd,721
61,1,2,dvars_nstd,1.041,1.15,61_dvars_nstd,722
62,1,1,dvars_nstd,0.113,1.15,62_dvars_nstd,723
62,1,2,dvars_nstd,1.131,1.15,62_dvars_nstd,724
63,1,1,dvars_nstd,-0.705,1.15,63_dvars_nstd,725
63,1,2,dvars_nstd,1.703,1.15,63_dvars_nstd,726
64,1,1,dvars_nstd,0.921,1.15,64_dvars_nstd,727
64,1,2,dvars_nstd,1.329,1.15,64_dvars_nstd,728
65,1,1,dvars_nstd,-0.01,1.15,65_dvars_nstd,729
65,1,2,dvars_nstd,-0.272,1.15,65_dvars_nstd,730
66,1,1,dvars_nstd,-0.346,1.15,66_dvars_nstd,731
66,1,2,dvars_nstd,1.291,1.15,66_dvars_nstd,732
67,1,1,dvars_nstd,-1.235,1.15,67_dvars_nstd,733
67,1,2,dvars_nstd,-0.567,1.15,67_dvars_nstd,734
68,1,1,dvars_nstd,1.313,1.15,68_dvars_nstd,735
68,1,2,dvars_nstd,0.874,1.15,68_dvars_nstd,736
69,1,1,dvars_nstd,0.275,1.15,69_dvars_nstd,737
69,1,2,dvars_nstd,0.203,1.15,69_dvars_nstd,738
70,1,1,dvars_nstd,0.516,1.15,70_dvars_nstd,739
70,1,2,dvars_nstd,0.554,1.15,70_dvars_nstd,740
71,1,1,dvars_nstd,-0.337,1.15,71_dvars_nstd,741
71,1,2,dvars_nstd,-1.014,1.15,71_dvars_nstd,742
72,1,1,dvars_nstd,-1.595,1.15,72_dvars_nstd,743
72,1,2,dvars_nstd,-0.874,1.15,72_dvars_nstd,744
73,1,1,dvars_nstd,1.423,1.15,73_dvars_nstd,745
73,1,2,dvars_nstd,1.289,1.15,73_dvars_nstd,746
74,1,1,dvars_nstd,1.132,1.15,74_dvars_nstd,747
74,1,2,dvars_nstd,-0.364,1.15,74_dvars_nstd,748
75,1,1,dvars_nstd,1.458,1.15,75_dvars_nstd,749
75,1,2,dvars_nstd,-0.197,1.15,75_dvars_nstd,750
76,1,1,dvars_nstd,0.549,1.15,76_dvars_nstd,751
76,1,2,dvars_nstd,1.578,1.15,76_dvars_nstd,752
77,1,1,dvars_nstd,-0.155,1.15,77_dvars_nstd,753
77,1,2,dvars_nstd,-1.495,1.15,77_dvars_nstd,754
78,1,1,dvars_nstd,0.348,1.15,78_dvars_nstd,755
78,1,2,dvars_nstd,-1.516,1.15,78_dvars_nstd,756
79,1,1,dvars_nstd,-0.284,1.15,79_dvars_nstd,757
79,1,2,dvars_nstd,1.058,1.15,79_dvars_nstd,758
80,1,1,dvars_nstd,-0.528,1.15,80_dvars_nstd,759
80,1,2,dvars_nstd,-1.066,1.15,80_dvars_nstd,760
81,1,1,dvars_nstd,-0.269,1.15,81_dvars_nstd,761
81,1,2,dvars_nstd,-1.626,1.15,81_dvars_nstd,762
82,1,1,dvars_nstd,0.024,1.15,82_dvars_nstd,763
82,1,2,dvars_nstd,0.942,1.15,82_dvars_nstd,764
83,1,1,dvars_nstd,-0.2,1.15,83_dvars_nstd,765
83,1,2,dvars_nstd,-0.792,1.15,83_dvars_nstd,766
84,1,1,dvars_nstd,0.547,1.15,84_dvars_nstd,767
84,1,2,dvars_nstd,0.217,1.15,84_dvars_nstd,768
85,1,1,dvars_nstd,0.205,1.15,85_dvars_nstd,769
85,1,2,dvars_nstd,-0.179,1.15,85_dvars_nstd,770
86,1,1,dvars_nstd,1.224,1.15,86_dvars_nstd,771
86,1,2,dvars_nstd,1.676,1.15,86_dvars_nstd,772
87,1,1,dvars_nstd,-1.15,1.15,87_dvars_nstd,773
87,1,2,dvars_nstd,0.068,1.15,87_dvars_nstd,774
88,1,1,dvars_nstd,-0.608,1.15,88_dvars_nstd,775
88,1,2,dvars_nstd,-1.561,1.15,88_dvars_nstd,776
89,1,1,dvars_nstd,0.67,1.15,89_dvars_nstd,777
89,1,2,dvars_nstd,-1.502,1.15,89_dvars_nstd,778
90,1,1,dvars_nstd,-1.17,1.15,90_dvars_nstd,779
90,1,2,dvars_nstd,-0.609,1.15,90_dvars_nstd,780
91,1,1,dvars_nstd,-1.551,1.15,91_dvars_nstd,781
91,1,2,dvars_nstd,1.038,1.15,91_dvars_nstd,782
92,1,1,dvars_nstd,1.017,1.15,92_dvars_nstd,783
92,1,2,dvars_nstd,1.47,1.15,92_dvars_nstd,784
93,1,1,dvars_nstd,1.587,1.15,93_dvars_nstd,785
93,1,2,dvars_nstd,-0.775,1.15,93_dvars_nstd,786
94,1,1,dvars_nstd,0.924,1.15,94_dvars_nstd,787
94,1,2,dvars_nstd,0.629,1.15,94_dvars_nstd,788
95,1,1,dvars_nstd,-1.617,1.15,95_dvars_nstd,789
95,1,2,dvars_nstd,1.425,1.15,95_dvars_nstd,790
96,1,1,dvars_nstd,0.705,1.15,96_dvars_nstd,791
96,1,2,dvars_nstd,-0.526,1.15,96_dvars_nstd,792
97,1,1,dvars_nstd,0.374,1.15,97_dvars_nstd,793
97,1,2,dvars_nstd,-0.774,1.15,97_dvars_nstd,794
98,1,1,dvars_nstd,-0.437,1.15,98_dvars_nstd,795
98,1,2,dvars_nstd,0.134,1.15,98_dvars_nstd,796
99,1,1,dvars_nstd,1.536,1.15,99_dvars_nstd,797
99,1,2,dvars_nstd,-0.822,1.15,99_dvars_nstd,798
100,1,1,dvars_nstd,-0.748,1.15,100_dvars_nstd,799
100,1,2,dvars_nstd,0.137,1.15,100_dvars_nstd,800
101,1,1,dvars_nstd,0.784,1.15,101_dvars_nstd,801
101,1,2,dvars_nstd,-0.069,1.15,101_dvars_nstd,802
102,1,1,dvars_nstd,-0.221,1.15,102_dvars_nstd,803
102,1,2,dvars_nstd,0.127,1.15,102_dvars_nstd,804
103,1,1,dvars_nstd,-0.021,1.15,103_dvars_nstd,805
103,1,2,dvars_nstd,-1.019,1.15,103_dvars_nstd,806
104,1,1,dvars_nstd,1.636,1.15,104_dvars_nstd,807
104,1,2,dvars_nstd,-0.546,1.15,104_dvars_nstd,808
105,1,1,dvars_nstd,-0.072,1.15,105_dvars_nstd,809
105,1,2,dvars_nstd,-1.49,1.15,105_dvars_nstd,810
106,1,1,dvars_nstd,-0.826,1.15,106_dvars_nstd,811
106,1,2,dvars_nstd,-1.482,1.15,106_dvars_nstd,812
107,1,1,dvars_nstd,-1.535,1.15,107_dvars_nstd,813
107,1,2,dvars_nstd,-1.145,1.15,107_dvars_nstd,814
108,1,1,dvars_nstd,-0.481,1.15,108_dvars_nstd,815
108,1,2,dvars_nstd,-0.832,1.15,108_dvars_nstd,816
109,1,1,dvars_nstd,0.233,1.15,109_dvars_nstd,817
109,1,2,dvars_nstd,-0.567,1.15,109_dvars_nstd,818
110,1,1,dvars_nstd,0.127,1.15,110_dvars_nstd,819
110,1,2,dvars_nstd,-0.07,1.15,110_dvars_nstd,820
111,1,1,dvars_nstd,-0.689,1.15,111_dvars_nstd,821
111,1,2,dvars_nstd,1.257,1.15,111_dvars_nstd,822
112,1,1,dvars_nstd,-1.63,1.15,112_dvars_nstd,823
112,1,2,dvars_nstd,-0.035,1.15,112_dvars_nstd,824
113,1,1,dvars_nstd,-0.35,1.15,113_dvars_nstd,825
113,1,2,dvars_nstd,0.044,1.15,113_dvars_nstd,826
114,1,1,dvars_nstd,-1.025,1.15,114_dvars_nstd,827
114,1,2,dvars_nstd,0.641,1.15,114_dvars_nstd,828
115,1,1,dvars_nstd,-1.554,1.15,115_dvars_nstd,829
115,1,2,dvars_nstd,-0.189,1.15,115_dvars_nstd,830
116,1,1,dvars_nstd,-0.796,1.15,116_dvars_nstd,831
116,1,2,dvars_nstd,0.96,1.15,116_dvars_nstd,832
117,1,1,dvars_nstd,0.027,1.15,117_dvars_nstd,833
117,1,2,dvars_nstd,0.295,1.15,117_dvars_nstd,834
118,1,1,dvars_nstd,1.082,1.15,118_dvars_nstd,835
118,1,2,dvars_nstd,-0.302,1.15,118_dvars_nstd,836
119,1,1,dvars_nstd,-0.679,1.15,119_dvars_nstd,837
119,1,2,dvars_nstd,-1.318,1.15,119_dvars_nstd,838
120,1,1,dvars_nstd,-1.339,1.15,120_dvars_nstd,839
120,1,2,dvars_nstd,1.304,1.15,120_dvars_nstd,840
121,1,1,dvars_nstd,-0.049,1.15,121_dvars_nstd,841
121,1,2,dvars_nstd,0.974,1.15,121_dvars_nstd,842
122,1,1,dvars_nstd,-1.607,1.15,122_dvars_nstd,843
122,1,2,dvars_nstd,1.441,1.15,122_dvars_nstd,844
123,1,1,dvars_nstd,-0.331,1.15,123_dvars_nstd,845
123,1,2,dvars_nstd,-1.626,1.15,123_dvars_nstd,846
124,1,1,dvars_nstd,-0.94,1.15,124_dvars_nstd,847
124,1,2,dvars_nstd,-0.704,1.15,124_dvars_nstd,848
125,1,1,dvars_nstd,0.89,1.15,125_dvars_nstd,849
125,1,2,dvars_nstd,0.387,1.15,125_dvars_nstd,850
126,1,1,dvars_nstd,-0.96,1.15,126_dvars_nstd,851
126,1,2,dvars_nstd,-0.087,1.15,126_dvars_nstd,852
127,1,1,dvars_nstd,-1.553,1.15,127_dvars_nstd,853
127,1,2,dvars_nstd,0.602,1.15,127_dvars_nstd,854
128,1,1,dvars_nstd,-0.325,1.15,128_dvars_nstd,855
128,1,2,dvars_nstd,0.731,1.15,128_dvars_nstd,856
129,1,1,dvars_nstd,1.292,1.15,129_dvars_nstd,857
129,1,2,dvars_nstd,0.882,1.15,129_dvars_nstd,858
130,1,1,dvars_nstd,1.688,1.15,130_dvars_nstd,859
130,1,2,dvars_nstd,-1.576,1.15,130_dvars_nstd,860
131,1,1,dvars_nstd,0.571,1.15,131_dvars_nstd,861
131,1,2,dvars_nstd,-0.284,1.15,131_dvars_nstd,862
132,1,1,dvars_nstd,-0.971,1.15,132_dvars_nstd,863
132,1,2,dvars_nstd,0.647,1.15,132_dvars_nstd,864
133,1,1,dvars_nstd,-0.501,1.15,133_dvars_nstd,865
133,1,2,dvars_nstd,-1.18,1.15,133_dvars_nstd,866
134,1,1,dvars_nstd,0.638,1.15,134_dvars_nstd,867
134,1,2,dvars_nstd,-1.625,1.15,134_dvars_nstd,868
135,1,1,dvars_nstd,0.026,1.15,135_dvars_nstd,869
135,1,2,dvars_nstd,-0.857,1.15,135_dvars_nstd,870
136,1,1,dvars_nstd,0.34,1.15,136_dvars_nstd,871
136,1,2,dvars_nstd,-1.366,1.15,136_dvars_nstd,872
137,1,1,dvars_nstd,0.747,1.15,137_dvars_nstd,873
137,1,2,dvars_nstd,1.41,1.15,137_dvars_nstd,874
138,1,1,dvars_nstd,-1.678,1.15,138_dvars_nstd,875
138,1,2,dvars_nstd,0.423,1.15,138_dvars_nstd,876
139,1,1,dvars_nstd,0.675,1.15,139_dvars_nstd,877
139,1,2,dvars_nstd,-1.661,1.15,139_dvars_nstd,878
140,1,1,dvars_nstd,1.388,1.15,140_dvars_nstd,879
140,1,2,dvars_nstd,0.519,1.15,140_dvars_nstd,880
141,1,1,dvars_nstd,1.56,1.15,141_dvars_nstd,881
141,1,2,dvars_nstd,0.401,1.15,141_dvars_nstd,882
142,1,1,dvars_nstd,1.072,1.15,142_dvars_nstd,883
142,1,2,dvars_nstd,-1.499,1.15,142_dvars_nstd,884
143,1,1,dvars_nstd,1.004,1.15,143_dvars_nstd,885
143,1,2,dvars_nstd,0.981,1.15,143_dvars_nstd,886
144,1,1,dvars_nstd,0.473,1.15,144_dvars_nstd,887
144,1,2,dvars_nstd,1.603,1.15,144_dvars_nstd,888
145,1,1,dvars_nstd,-1.354,1.15,145_dvars_nstd,889
145,1,2,dvars_nstd,-0.863,1.15,145_dvars_nstd,890
146,1,1,dvars_nstd,-0.142,1.15,146_dvars_nstd,891
146,1,2,dvars_nstd,0.124,1.15,146_dvars_nstd,892
147,1,1,dvars_nstd,1.402,1.15,147_dvars_nstd,893
147,1,2,dvars_nstd,0.435,1.15,147_dvars_nstd,894
148,1,1,dvars_nstd,1.698,1.15,148_dvars_nstd,895
148,1,2,dvars_nstd,-1.619,1.15,148_dvars_nstd,896
149,1,1,dvars_nstd,0.083,1.15,149_dvars_nstd,897
149,1,2,dvars_nstd,-0.428,1.15,149_dvars_nstd,898
150,1,1,dvars_nstd,-0.387,1.15,150_dvars_nstd,899
150,1,2,dvars_nstd,1.57,1.15,150_dvars_nstd,900
1,1,1,fd_mean,-0.207,0.278,1_fd_mean,901
1,1,2,fd_mean,0.603,0.278,1_fd_mean,902
2,1,1,fd_mean,-1.078,0.278,2_fd_mean,903
2,1,2,fd_mean,-1.027,0.278,2_fd_mean,904
3,1,1,fd_mean,0.649,0.278,3_fd_mean,905
3,1,2,fd_mean,-1.07,0.278,3_fd_mean,906
4,1,1,fd_mean,0.248,0.278,4_fd_mean,907
4,1,2,fd_mean,-1.286,0.278,4_fd_mean,908
5,1,1,fd_mean,1.483,0.278,5_fd_mean,909
5,1,2,fd_mean,1.118,0.278,5_fd_mean,910
6,1,1,fd_mean,0.715,0.278,6_fd_mean,911
6,1,2,fd_mean,1.473,0.278,6_fd_mean,912
7,1,1,fd_mean,0.822,0.278,7_fd_mean,913
7,1,2,fd_mean,-0.404,0.278,7_fd_mean,914
8,1,1,fd_mean,1.635,0.278,8_fd_mean,915
8,1,2,fd_mean,-0.454,0.278,8_fd_mean,916
9,1,1,fd_mean,0.751,0.278,9_fd_mean,917
9,1,2,fd_mean,1.007,0.278,9_fd_mean,918
10,1,1,fd_mean,-0.44,0.278,10_fd_mean,919
10,1,2,fd_mean,-0.178,0.278,10_fd_mean,920
11,1,1,fd_mean,1.395,0.278,11_fd_mean,921
11,1,2,fd_mean,0.418,0.278,11_fd_mean,922
12,1,1,fd_mean,0.218,0.278,12_fd_mean,923
12,1,2,fd_mean,-0.352,0.278,12_fd_mean,924
13,1,1,fd_mean,1.31,0.278,13_fd_mean,925
13,1,2,fd_mean,-0.479,0.278,13_fd_mean,926
14,1,1,fd_mean,1.146,0.278,14_fd_mean,927
14,1,2,fd_mean,1.161,0.278,14_fd_mean,928
15,1,1,fd_mean,-0.387,0.278,15_fd_mean,929
15,1,2,fd_mean,0.734,0.278,15_fd_mean,930
16,1,1,fd_mean,1.629,0.278,16_fd_mean,931
16,1,2,fd_mean,0.39,0.278,16_fd_mean,932
17,1,1,fd_mean,0.723,0.278,17_fd_mean,933
17,1,2,fd_mean,-0.579,0.278,17_fd_mean,934
18,1,1,fd_mean,0.982,0.278,18_fd_mean,935
18,1,2,fd_mean,-0.918,0.278,18_fd_mean,936
19,1,1,fd_mean,-0.273,0.278,19_fd_mean,937
19,1,2,fd_mean,-1.665,0.278,19_fd_mean,938
20,1,1,fd_mean,1.007,0.278,20_fd_mean,939
20,1,2,fd_mean,-0.009,0.278,20_fd_mean,940
21,1,1,fd_mean,-0.891,0.278,21_fd_mean,941
21,1,2,fd_mean,1.572,0.278,21_fd_mean,942
22,1,1,fd_mean,0.814,0.278,22_fd_mean,943
22,1,2,fd_mean,-0.593,0.278,22_fd_mean,944
23,1,1,fd_mean,1.277,0.278,23_fd_mean,945
23,1,2,fd_mean,-0.482,0.278,23_fd_mean,946
24,1,1,fd_mean,-0.922,0.278,24_fd_mean,947
24,1,2,fd_mean,-1.36,0.278,24_fd_mean,948
25,1,1,fd_mean,-1.036,0.278,25_fd_mean,949
25,1,2,fd_mean,1.532,0.278,25_fd_mean,950
26,1,1,fd_mean,-0.315,0.278,26_fd_mean,951
26,1,2,fd_mean,-0.787,0.278,26_fd_mean,952
27,1,1,fd_mean,-0.653,0.278,27_fd_mean,953
27,1,2,fd_mean,-0.347,0.278,27_fd_mean,954
28,1,1,fd_mean,-1.294,0.278,28_fd_mean,955
28,1,2,fd_mean,-0.169,0.278,28_fd_mean,956
29,1,1,fd_mean,-1.772,0.278,29_fd_mean,957
29,1,2,fd_mean,-0.494,0.278,29_fd_mean,958
30,1,1,fd_mean,-0.768,0.278,30_fd_mean,959
30,1,2,fd_mean,0.581,0.278,30_fd_mean,960
31,1,1,fd_mean,-1.305,0.278,31_fd_mean,961
31,1,2,fd_mean,1.694,0.278,31_fd_mean,962
32,1,1,fd_mean,-0.526,0.278,32_fd_mean,963
32,1,2,fd_mean,-1.027,0.278,32_fd_mean,964
33,1,1,fd_mean,-0.153,0.278,33_fd_mean,965
33,1,2,fd_mean,1.048,0.278,33_fd_mean,966
34,1,1,fd_mean,0.379,0.278,34_fd_mean,967
34,1,2,fd_mean,0.086,0.278,34_fd_mean,968
35,1,1,fd_mean,-0.693,0.278,35_fd_mean,969
35,1,2,fd_mean,-0.43,0.278,35_fd_mean,970
36,1,1,fd_mean,-1.095,0.278,36_fd_mean,971
36,1,2,fd_mean,0.499,0.278,36_fd_mean,972
37,1,1,fd_mean,-1.597,0.278,37_fd_mean,973
