ID,session,run,Align,BOLD,CompCor,Corr,Final,Norm,SDC,SurfRecon,T1mask,Variance,modality,dummy_trs,fd_perc,gcor,gsr_x,gsr_y,aor,aqi,dvars_nstd,tsnr,fd_mean,spacing_tr
57,1,2,good,good,good,good,good,bad,good,good,bad,bad,rest,6,27.922281602638716,0.19888662284877073,0.05596227911086128,0.011629622162350724,0.12009340393959698,0.501636791465172,0.856194124282826,143.05510313956006,0.4451104100768183,1.8134394112269212
58,1,1,nan,nan,nan,bad,good,good,good,bad,good,good,rest,7,22.032367972812583,0.07074198350217845,0.018515954405591447,0.013456908123305723,0.3183642675995566,0.44402998436107033,1.3066217031342866,95.9355869703859,0.4018917301429139,2.7532952971666376
58,1,2,good,good,good,good,good,good,good,good,other,good,rest,4,34.67275818499707,0.09503886702477712,0.05153519693729657,0.012587487280194239,0.24329463087189127,0.7431674119665117,1.2656497759228849,244.4515086478719,0.19216104878976994,2.127862187042181
59,1,1,nan,good,bad,good,nan,good,other,good,good,good,rest,5,25.81578002627004,0.30429994039939195,0.021876783602612943,0.017530029716863196,0.10258517714012562,0.32362516942824254,1.3335759438124581,316.92471969000655,0.11570811286669681,2.6221064386198387
59,1,2,other,bad,other,good,good,good,nan,good,good,nan,rest,3,21.657668597001685,0.22893352980808201,0.04961354185852012,0.047653663681025485,0.36776244843852623,0.7028863491711507,0.9730869581556112,213.41057717018265,0.204094185682753,1.9946780693272537
60,1,1,bad,bad,good,good,bad,other,good,bad,good,bad,rest,7,8.715310458301124,0.10939422392507213,0.048266061196931824,0.014846727089465685,0.37008342988462284,0.6628504853612678,0.8480345999762012,246.0432947085567,0.32106998975996126,2.636024149109878
60,1,2,bad,bad,bad,bad,bad,good,good,nan,good,good,rest,7,34.93002177015907,0.09811679722032082,0.020120263975188117,0.03697188793321947,0.2444126191784975,0.5857848922533594,0.8343518334069912,177.02634951930776,0.3040423917229463,2.377787026957444
61,1,1,bad,bad,good,good,nan,good,good,good,other,good,rest,7,25.371546688639793,0.07712242354156927,0.039613747522220216,0.021086899381854946,0.3202049679366169,0.7137204262543736,1.2154193908129813,221.92702634041035,0.2185070051237849,2.169375031741964
61,1,2,good,nan,other,other,good,good,good,bad,good,nan,rest,7,12.045204897776932,0.08172504123845423,0.0269152762301482,0.050786531777552844,0.2150028380231524,0.6862529030112068,1.3618934832888152,106.59698472768899,0.3130309134193743,2.938644095056666
62,1,1,nan,nan,good,bad,good,good,good,good,good,good,rest,6,33.514888094081186,0.2987451471037251,0.02385990701052699,0.012666254246667032,0.3821054237614542,0.7685313624398507,1.1726907237990085,234.15617880116844,0.26191002124878293,2.129648050648138
62,1,2,bad,nan,other,good,bad,good,nan,good,good,good,rest,6,16.042798129898465,0.23784778575214077,0.05561026702043381,0.01754965657175338,0.37403009794391917,0.7512449837114593,1.3803613083351318,231.50862015346044,0.3170513301129416,2.4588189899047523
63,1,1,other,good,bad,nan,good,good,nan,good,bad,bad,rest,5,12.494782634291662,0.20826346234915483,0.0287639069846747,0.058496594152490436,0.15187819233007943,0.4598327838135435,1.0057723296471996,210.3942022966297,0.2747480899409518,2.46561069813641
63,1,2,bad,good,good,bad,bad,good,other,nan,bad,nan,rest,4,20.497235145290368,0.23118339949358802,0.029803262563924363,0.012062651625328127,0.12998555673235393,0.627497962100732,1.4968887097100434,83.79277739919108,0.29515422388923396,2.626513129323837
64,1,1,good,other,nan,good,other,other,good,bad,good,bad,rest,6,5.116824391433978,0.1835770116608122,0.026717961335869615,0.01829964557435137,0.23532704824117193,0.5011854415860919,1.337362722889119,294.3512734568078,0.32839853811847863,1.6866155830897858
64,1,2,good,good,good,bad,bad,other,other,other,good,other,rest,3,5.9474399207899555,0.09324714467640755,0.04070994017717996,0.02162761312215318,0.2998156897807446,0.47561146373064916,1.420651890689475,276.62225253439675,0.2724932300240738,2.6593426306422865
65,1,1,good,good,good,bad,good,bad,bad,good,bad,good,rest,7,17.674852517544565,0.21811216879036188,0.027130117832513893,0.024427650348047603,0.17239430139325865,0.3412139947285634,1.1475954280030312,293.062802171333,0.3205531892460346,2.2814634491336605
65,1,2,other,good,good,nan,good,bad,good,good,good,good,rest,5,31.4485166372859,0.26882313787979123,0.049937491388088034,0.04322898547636571,0.35390290509699085,0.796549431358818,1.0941139981672472,275.33976409029685,0.36060291583131177,2.179305248568027
66,1,1,good,bad,bad,good,bad,bad,good,good,good,bad,rest,5,31.854923533212187,0.07103432961325516,0.03874103656200577,0.03336366839461673,0.28428455514147355,0.5236378434541346,1.0790513745973906,193.25137098307744,0.3036996950647449,2.251474816547665
66,1,2,bad,nan,good,other,bad,good,good,bad,bad,good,rest,7,12.163559880760497,0.25142105725190955,0.022756232802881693,0.03555718817149715,0.3845939403748577,0.49065376922821724,1.4130169401742454,316.8666994889347,0.40619779708180714,1.7487990445850143
67,1,1,other,nan,good,good,bad,good,good,good,bad,bad,rest,5,11.898440534558972,0.10111745274758746,0.04214018821667908,0.05859971713508851,0.1741769719920311,0.42483518946691323,0.897649193573533,286.5352532656717,0.17923913914396694,2.2547677900873317
67,1,2,good,bad,good,nan,bad,good,bad,good,bad,good,rest,7,9.099899623364909,0.16803712219649652,0.054645249768134146,0.010135363683789358,0.18962772118678972,0.5775211425262738,1.0338657017619672,145.29084540264066,0.2610131197161244,1.7722846621645405
68,1,1,bad,good,bad,other,nan,good,nan,other,good,bad,rest,6,19.910775386524467,0.05988080440950815,0.021264866939116667,0.046200612609217415,0.3512150434916277,0.3403926819689052,1.417454396606673,271.404128972763,0.40438950349743785,2.54764283186826
68,1,2,good,good,nan,nan,bad,good,good,bad,bad,good,rest,3,30.23360193512964,0.3473000744229465,0.018089122889613285,0.049975630285911433,0.366226869441021,0.3244376884254378,1.3278633921299012,165.13407708717207,0.3270088770146512,2.271072294058297
69,1,1,bad,other,good,nan,good,nan,good,good,bad,good,rest,5,16.562426943242638,0.3007588913807879,0.013756970396609815,0.046991554701925224,0.39653422414957906,0.7232991081439084,1.2057653035170417,230.42385543851856,0.22365134230293138,2.519227827387156
69,1,2,other,good,bad,nan,other,other,bad,good,good,bad,rest,7,9.972588405270576,0.06348927274964825,0.05366199681769404,0.044675271217803035,0.11198393968528796,0.3141461528190573,1.1910720075325392,147.80825630881066,0.30885422265117507,2.151906263521448
70,1,1,bad,good,good,good,good,good,good,nan,bad,good,rest,5,11.658621186828473,0.18536458824717972,0.03313994689083925,0.05132052749863546,0.305153405300223,0.6215837717700275,1.2548791957942949,144.91281905179494,0.2300989409403369,1.568493428155059
70,1,2,good,good,good,nan,good,good,good,good,other,nan,rest,6,16.407067516979133,0.1793954844547374,0.05075224117040469,0.026041844796990857,0.3274108633773508,0.7697724203897716,1.2626077371473596,183.6034594824859,0.36172640310133264,2.186846054627078
71,1,1,nan,good,good,good,good,nan,other,nan,good,good,rest,6,18.732055599502317,0.05607833846124175,0.022477408796936018,0.015924262617740076,0.16503824371943343,0.4372851217304591,1.0809144347675375,206.96945443733367,0.10034649787423514,1.7428040409431111
71,1,2,other,good,other,good,bad,other,nan,other,good,bad,rest,6,34.43829571979818,0.23529807205099884,0.04051449758519253,0.05933491007592648,0.12653163078239643,0.7872504462711445,0.9428092025878286,229.5371608548885,0.24702924785597707,2.075927720215767
72,1,1,good,bad,nan,good,bad,good,good,bad,good,good,rest,7,21.001622924930967,0.2520541144175731,0.03281236536938409,0.017749258905302837,0.17323572252567299,0.7271963954967493,0.824129694982934,250.12689882579497,0.4497865127800844,1.51122449416015
72,1,2,bad,good,good,good,good,bad,other,other,good,bad,rest,3,21.89406630755329,0.31457216514167824,0.0433416642845225,0.03358957536969236,0.19647523086083535,0.3429431047187864,0.9712389929313201,82.68482074085045,0.4453190711337376,1.83372337819311
73,1,1,good,good,good,good,good,good,good,good,bad,good,rest,3,32.40143319686304,0.20536357270057354,0.026819054402835336,0.017851274866709642,0.10354272645370138,0.42397349583044236,1.4398140442969183,271.34292614533456,0.43942779771275176,1.6511422816820596
73,1,2,good,nan,good,nan,good,good,good,bad,bad,good,rest,3,32.91782812630712,0.20171740983623743,0.05097639859421711,0.04269527153105317,0.3130002823667637,0.6580654704964191,1.4125699279430308,227.26530441126178,0.19737600310248637,1.6492644642981857
74,1,1,nan,bad,good,nan,nan,bad,good,other,bad,bad,rest,7,21.89032280259077,0.19186615464624995,0.04275569457123824,0.020504356191176677,0.3937729718760383,0.3490399135454662,1.3804547988421834,222.58303686828506,0.18569916151780058,2.61851250099045
74,1,2,good,good,good,bad,good,good,bad,nan,good,good,rest,5,13.358181579003528,0.2626833557064854,0.057407384225741695,0.014577991718528445,0.19784879260106983,0.41733613273079706,1.0752750940804667,258.15983716494713,0.26598490349888526,2.3560959091803695
75,1,1,other,good,bad,other,good,other,nan,bad,bad,good,rest,3,26.182957471782807,0.23533578091656626,0.010249248264723645,0.01921550010449287,0.2906623878919235,0.48985966324083285,1.4469962685753426,263.5338125940219,0.256584425481442,2.6242724663074055
75,1,2,good,good,good,bad,good,nan,other,bad,bad,bad,rest,7,19.86604412457629,0.2352041299777058,0.017583185438972228,0.020778535516510918,0.1809698031869026,0.598889670315019,1.1093307516215494,138.67420219660147,0.408983266250603,2.060882760439835
76,1,1,good,good,good,other,other,other,bad,other,good,nan,rest,3,15.12469119153316,0.2332876035250096,0.04044039046027971,0.023364983440529848,0.16658567543412017,0.35695362740951103,1.261519937141517,267.42055784738716,0.3663335428309513,1.9744130657774615
76,1,2,good,bad,good,other,good,good,bad,bad,good,bad,rest,7,7.506860964454347,0.16708284253170294,0.022884354563649862,0.018497029568053366,0.38596113235259466,0.3977097942053112,1.4715654906206617,262.6013216770897,0.3243309852438282,2.5140284401340676
77,1,1,good,bad,other,good,other,nan,nan,bad,bad,bad,rest,3,25.199849222058653,0.13118320855855817,0.023641798833822864,0.01810899674718923,0.1997131405108494,0.46562553015566405,1.1179253081915885,125.70068111992387,0.16755263765556822,2.3126078574948425
77,1,2,bad,bad,good,nan,good,good,good,good,good,nan,rest,3,6.704530351999443,0.2830721164870491,0.02882693663982909,0.025166881634109926,0.1519071764029891,0.7980078775512636,0.8445645125232046,278.4819235059199,0.32382305242168463,2.6026206663928004
78,1,1,nan,good,other,bad,bad,other,bad,nan,bad,good,rest,7,32.480787644973326,0.14363082480610886,0.05911153487367925,0.058218350416519994,0.14277138469813416,0.6574621514480954,1.2205634223889485,245.75529754523686,0.13366685000506617,1.782840117951837
78,1,2,good,good,good,nan,good,bad,bad,good,good,nan,rest,3,5.130908645441461,0.20217025326824617,0.05685075004381318,0.02286653435974916,0.247453951915852,0.38688844389119537,0.8403848701665081,99.33078721114717,0.3544538170864744,2.7961117061132237
79,1,1,nan,good,bad,bad,good,good,bad,good,nan,good,rest,5,32.9538385865895,0.27845232434596906,0.05613695479125837,0.05583401422496836,0.29481778513232226,0.7641193240560826,1.0916928721577244,80.86789874838583,0.12189989054615578,1.6642309885512228
79,1,2,good,good,nan,good,nan,good,good,other,good,good,rest,3,14.918016624229336,0.13227366056543088,0.050593507659379276,0.04799631987970451,0.3086656091237925,0.36950253925613263,1.3654837367943973,242.5222307991977,0.16819319026848717,2.4721408954222746
80,1,1,other,good,good,good,nan,bad,nan,good,good,nan,rest,6,31.947513355344313,0.21888977340046656,0.05595799494666558,0.024996245291394777,0.1344504023295847,0.5781092263620873,1.0418758942530122,272.4576400377796,0.4077981931190805,2.208860266360608
80,1,2,other,good,bad,bad,bad,bad,good,good,good,nan,rest,4,7.379506975443447,0.25883490728390385,0.013588854653038437,0.03385414331236882,0.2016086900262251,0.4140397039782082,0.9321452285045658,263.2187104958191,0.4330397676025989,1.7102696133049977
81,1,1,bad,good,good,good,other,bad,good,good,nan,other,rest,6,6.008299075587527,0.13269051532501047,0.014711493222305014,0.019536357866135903,0.29161927386921427,0.6142383151024591,1.0947384390969985,101.64127435747787,0.25168087076079293,2.0291173077874403
81,1,2,other,good,good,good,nan,bad,nan,nan,good,nan,rest,6,14.575219153019889,0.12678172456422312,0.05997044626938357,0.04593448357522622,0.1142091319897864,0.3309427385127882,0.8178510947721386,223.90853588308858,0.12504757502168312,2.900082535267396
82,1,1,nan,good,good,good,good,other,good,good,good,bad,rest,7,26.2304273024023,0.29040467942658166,0.04021536518994606,0.052343710155695625,0.22195066113013312,0.7243860425302383,1.1545313173488656,133.52867071959088,0.430450976331163,1.9124563107556747
82,1,2,nan,good,good,good,good,good,bad,bad,good,good,rest,5,9.728045398654352,0.08105308049301754,0.035149762661880087,0.043594379288274594,0.33865756032723,0.5948124264526582,1.3416948329233005,174.2504140546217,0.11150368459326415,1.6741489618523349
83,1,1,good,good,good,nan,other,good,other,good,bad,other,rest,4,22.892974036725253,0.14440997409113993,0.026515894288771262,0.04470225065930735,0.29422324686282086,0.36752540233988734,1.1087293157727753,294.24945889054163,0.11270698663656634,2.7827459197263202
83,1,2,nan,bad,other,nan,nan,bad,bad,nan,bad,good,rest,5,21.704972491123417,0.11080333636031525,0.044262371605286004,0.03744890332647301,0.38335889975578785,0.5196360309052459,0.9879595533478754,113.1888803585857,0.34452174904033783,2.961164428470873
84,1,1,good,good,bad,bad,nan,bad,bad,good,bad,good,rest,5,31.33972642978113,0.2937523307150497,0.03579494481222106,0.02258553208747161,0.2517926511733398,0.35040568890089,1.2611923039313984,112.15453261496182,0.2789105368752531,1.5815729612502267
84,1,2,nan,good,good,good,nan,good,good,good,nan,good,rest,7,9.625726465688945,0.2085987255689331,0.014317983725079832,0.05392360776979939,0.37728692782288265,0.7108065685057018,1.193769684529185,213.8236618701092,0.44461258181032537,1.8718525347467743
85,1,1,bad,other,other,nan,bad,good,bad,nan,good,bad,rest,3,15.100124227921171,0.2537222630358781,0.04782734817009537,0.026405040459509976,0.3464922205036124,0.6459398298334745,1.191469560090666,80.23819137215094,0.11228176807298285,2.986298766159095
85,1,2,good,bad,other,other,good,good,bad,bad,good,bad,rest,7,28.790623658047693,0.23591438036438717,0.025062809472313187,0.025518129564393144,0.39002918909260986,0.5196060896171022,1.112987885170686,212.55986005776788,0.24332581790253605,2.3290073468961214
86,1,1,bad,bad,good,bad,good,good,nan,bad,bad,good,rest,3,25.2918133015186,0.27384006671879285,0.020432266627799917,0.034918727351089876,0.2764805663815262,0.30123896542851153,1.3991737561695774,226.4058820267789,0.14519771609437115,2.7245356088637407
86,1,2,good,good,good,bad,good,bad,nan,good,good,good,rest,6,19.896764511308483,0.2929809421135125,0.04406863585826209,0.023903701986001148,0.3877220014239958,0.6536335970976703,1.4915572502386971,313.1027159045284,0.4216184029835315,2.6330573118379617
87,1,1,good,good,good,other,good,other,good,good,good,good,rest,6,9.605848821338917,0.3012851878566461,0.03421921296007255,0.012436121337636382,0.10494737769329499,0.5367377009971632,0.9150651081471106,249.23022703981326,0.378363211884713,1.8424450626856583
87,1,2,other,bad,good,bad,good,other,good,other,bad,bad,rest,3,34.92943901551101,0.08433359569133903,0.052598251780079534,0.05318410197109351,0.26595958946133624,0.47201858412957687,1.1634582730018073,150.19224915357532,0.37968760695397885,2.247418738065495
88,1,1,bad,nan,bad,bad,good,bad,other,bad,good,good,rest,3,30.11604648012792,0.14203222507316154,0.04809740892820876,0.017022507919451133,0.19211557478875263,0.5228663316798664,1.0256238027003954,172.88410774980406,0.3870366606742943,1.8850138382132513
88,1,2,other,good,good,good,good,good,other,nan,good,good,rest,5,28.380726343574164,0.13777837695473708,0.050194137015443674,0.02640355712804706,0.3417971747156615,0.34340022167536166,0.8310781078374131,319.4421073687573,0.4043099931321411,2.8242712551993057
89,1,1,other,bad,good,good,bad,bad,good,other,bad,bad,rest,6,11.77335309739131,0.24681428151835355,0.026375603915657457,0.04075121909516866,0.36707738009388746,0.601278382762851,1.2861729539004672,167.72079157312575,0.1559084636679482,1.9808760936748593
89,1,2,good,good,nan,bad,good,nan,bad,good,good,good,rest,3,10.693044116323044,0.08191660490372234,0.05825710585286995,0.03994291850501763,0.22470502274392876,0.5945104104551088,0.8432683727502008,277.31054573698566,0.1758259374475176,2.7068190094769204
90,1,1,good,other,other,bad,good,good,good,good,good,good,rest,5,13.919885783195962,0.11305777092530715,0.0254624863168078,0.020157478758369846,0.19529656624156227,0.3414681114340865,0.9109710203836209,180.0926920150755,0.40781339945645667,1.5859361200834288
90,1,2,bad,good,good,good,good,nan,good,other,good,good,rest,7,15.797980263944156,0.23324736513979094,0.024812736768965272,0.027292526388039515,0.33720207749338293,0.739157365446929,1.0254238570717364,217.1637923228663,0.19735679936229383,1.5800019625611412
91,1,1,good,good,bad,nan,good,good,bad,good,bad,bad,rest,6,23.008198441732453,0.07767729228061178,0.037127203552376316,0.047597525413587145,0.22707560448843592,0.4497057474082622,0.8331689636723191,85.94669003878323,0.2505092993759324,2.825017906054452
91,1,2,good,bad,good,bad,bad,other,good,bad,bad,other,rest,3,27.751168297956287,0.34767416219397473,0.04771805343658248,0.052608959750372525,0.3497099075395003,0.6651328811400232,1.3612612716591235,304.32397468817845,0.2663225824842024,2.4574305358688155
92,1,1,bad,good,nan,bad,good,other,good,good,nan,good,rest,4,22.20577585125345,0.22374595575919393,0.01836456142021147,0.05874813512118855,0.1765052388110281,0.662368109225646,1.3570565033637187,185.89172110673144,0.17391780201017032,1.78344057632953
92,1,2,nan,good,nan,bad,good,good,bad,bad,other,other,rest,7,18.522127634548617,0.27539364338094285,0.03323012935965182,0.02719079844621855,0.17849647468988322,0.43907337273498553,1.4494935312794697,119.61886450107497,0.4458617485950025,1.9903791827883373
93,1,1,good,good,other,other,good,good,bad,good,good,nan,rest,5,29.534477817325055,0.2877275301005536,0.03456517663499499,0.045222914401670845,0.12347770230507107,0.6790105415751535,1.4732831050346573,100.39394075017722,0.39264052460714904,2.899470039973907
93,1,2,good,nan,good,bad,bad,other,bad,good,good,good,rest,6,9.605650427935966,0.21869884832532316,0.04265450331520914,0.04244559155479185,0.33350814123346506,0.5076407068693958,0.9914435013688089,83.739368010206,0.17232043911833542,1.9685817183030558
94,1,1,bad,good,good,good,other,bad,good,bad,good,good,rest,4,17.926546922325585,0.16707758868415862,0.03139069046814708,0.02399129591973936,0.3057491342871471,0.7204722336493897,1.3379618948192844,230.66050298981128,0.2884206797665546,1.5466262700120454
94,1,2,other,good,bad,bad,good,good,good,good,good,good,rest,3,13.70927770123011,0.18195599017749337,0.044279611621895525,0.01199709625432346,0.33850822218884646,0.4414897704306564,1.2777918554027499,234.2540755232144,0.3284198171994569,2.4121933743837043
95,1,1,good,good,good,bad,good,good,good,nan,nan,other,rest,5,11.59670128205185,0.2912875597630062,0.031876817838575225,0.045312205584162345,0.12443274437224537,0.5349826970621834,0.8197536725241299,242.21839803573553,0.22029852694897434,2.923879221158743
95,1,2,nan,other,bad,other,good,good,bad,good,good,other,rest,6,17.369321805717043,0.05057891236200184,0.05764643953130071,0.010998996211490633,0.22557583766636014,0.6587387929853279,1.4402194710602332,251.09270994370425,0.26226901421500415,2.961663058476155
96,1,1,bad,other,good,bad,good,good,bad,good,good,good,rest,7,14.331915053137697,0.1700199669253628,0.016674791754592563,0.019615702013784465,0.14300502106286156,0.7051456706056772,1.293411427580483,207.28280422660444,0.23102874176964977,2.502741435486526
96,1,2,good,bad,good,other,good,good,good,nan,good,good,rest,6,20.561051848838503,0.2134550101068382,0.04302305726552285,0.031525115505478526,0.16535118756507983,0.7334210312069379,1.04220060706661,301.50642076164195,0.17257366655925951,2.3400862143543457
97,1,1,nan,other,good,good,other,other,bad,nan,good,other,rest,5,24.473047975614197,0.19930913884223178,0.014660910633373022,0.013652063738087946,0.15569730868521112,0.3954425732861118,1.2258105298799555,122.67547137093027,0.4086017981461697,1.8146409909201198
97,1,2,good,good,good,other,good,good,good,nan,good,nan,rest,4,33.407486852719416,0.08180074775598287,0.029798365154518433,0.025776837295141963,0.13891843207147167,0.6473991556243804,0.9916938550521658,162.76779275007146,0.1316256068454963,2.2469513381679986
98,1,1,other,other,other,good,nan,good,good,nan,nan,good,rest,6,19.80452473289651,0.2455446563172723,0.014366990753589173,0.03205093119521342,0.2743741068560056,0.41711283810553074,1.060454888061218,97.24036873606607,0.17704587808158323,2.20012938887841
98,1,2,good,good,good,good,other,nan,good,good,good,good,rest,3,15.18987391412891,0.10410611649034492,0.045804998532937354,0.027855779794830927,0.35556035672396336,0.42048858013155865,1.1768754430606374,124.1934121158038,0.27335521573504473,1.7286997634675794
99,1,1,other,good,good,bad,good,good,good,good,bad,good,rest,7,26.63810437771657,0.11650914451304696,0.019669267991327795,0.02574392391387515,0.37071097607894266,0.6982333241417713,1.4628246037936303,236.4709630479405,0.3320225288612306,2.2200464991393254
99,1,2,bad,other,bad,good,good,bad,bad,good,other,good,rest,3,29.646656979166778,0.18271687817028365,0.0476750281722805,0.016764096425559497,0.3773950658975388,0.5402799453994591,0.9818587719384145,137.95750552755365,0.19277705100124018,2.0500862593769513
100,1,1,good,bad,good,good,nan,good,bad,good,good,good,rest,5,34.004596342466996,0.26109743025668336,0.018077536322559686,0.03930684775869654,0.13563313692867354,0.6945710199344631,0.9969206217117181,246.85155753440446,0.4185313859455696,1.7715147760052585
100,1,2,nan,bad,bad,good,good,good,good,bad,bad,other,rest,7,16.084131385437587,0.13226072068801997,0.04646356219301946,0.025482601501359215,0.2620425856999088,0.7616117676348082,1.1774931875775076,228.0854984385346,0.125636095158643,1.7672012156126045
101,1,1,bad,bad,good,bad,good,good,bad,good,good,other,rest,5,24.76276967620327,0.21791685373330766,0.02529186202062835,0.05537075932968367,0.12864502358776525,0.6560005134160257,1.3095115991158215,299.6783666455908,0.28150320732297374,1.9824335073288688
101,1,2,bad,good,good,good,nan,good,bad,bad,bad,good,rest,4,28.9463552591521,0.3161117060991658,0.029262353044522314,0.05982526298172794,0.1457696814051439,0.5593852916081545,1.1354913676073746,271.62372579203225,0.4180162203802542,2.5967090653620897
102,1,1,good,good,good,nan,other,nan,good,good,good,good,rest,3,6.004507069913014,0.16489938265080306,0.0337208022446322,0.02276044497995408,0.10937229369719495,0.645204054389476,1.1045614255941902,179.7627663469362,0.18749536390997812,2.3067455984970255
102,1,2,other,good,bad,good,good,other,bad,other,bad,good,rest,5,30.800194941878118,0.16890795018872606,0.041937777788421865,0.022443986407393948,0.10582184514820525,0.5020772678066381,1.1755405426908032,190.29131630282006,0.436705027336601,2.5602587607690426
103,1,1,bad,good,good,nan,other,good,nan,good,bad,nan,rest,7,19.529467660564457,0.3256393978947027,0.05034172235952276,0.015206734380361261,0.14017469309606756,0.3348055008993028,1.1452714123212322,99.38522220976472,0.3532874178011429,2.328537872175649
103,1,2,nan,good,good,bad,nan,other,bad,good,nan,good,rest,6,23.432824845144978,0.2738543901845377,0.04755405802414355,0.019503044330406557,0.11848719951328361,0.5244031918861087,0.9417397416711824,247.8249941633451,0.22484247987939734,2.174030911549698
104,1,1,nan,good,good,bad,good,bad,bad,bad,good,good,rest,5,11.55233999358638,0.3118250775313668,0.04016023300254247,0.018822882651444973,0.26699782020623464,0.4278903267124966,1.4833406050506626,87.86173526328686,0.35631144775873524,2.659495539287141
104,1,2,bad,nan,nan,good,other,good,other,other,good,bad,rest,3,26.54017571263338,0.1290027076206879,0.05272448681827622,0.011039341223792078,0.15873148066291742,0.7000999715182517,1.0381807483248706,115.95987984615343,0.16536416449899116,2.2961346029041043
105,1,1,nan,good,bad,good,bad,nan,good,good,good,other,rest,7,20.354671667142718,0.17687484291286243,0.05077513779627284,0.04965397163475106,0.32708090078276775,0.7991279756076479,1.1349587226589688,273.6615146767798,0.4018674284442174,1.817403872180526
105,1,2,good,good,good,good,bad,good,bad,other,good,nan,rest,6,9.688219313512377,0.32293806350119836,0.020819465434148733,0.05971393369579204,0.2814246139886773,0.34217244721915563,0.845694064135062,97.9812071022725,0.30646246155183315,2.7143688034910776
106,1,1,other,bad,bad,good,bad,good,good,nan,good,good,rest,4,21.605425549608615,0.15327733614339561,0.056999129685249623,0.04137230450536915,0.25610655578964037,0.6990197506360094,0.9810129097343666,276.7372496677663,0.10107138670243254,2.4295160432035763
106,1,2,nan,nan,good,bad,good,good,good,good,bad,other,rest,3,6.764031734704929,0.272434041976314,0.05200285042609508,0.05601811806474024,0.1305305377539418,0.7698601240114,0.8473340053405065,193.77349182267568,0.39408785721973405,1.605466707846683
107,1,1,good,good,bad,good,good,bad,other,bad,nan,good,rest,7,31.315260991367495,0.20587581727150112,0.05161596521087666,0.01914515919933412,0.12050436711868823,0.627976555062343,0.8363667526306392,294.19554059352333,0.3420439514875965,2.928301088113368
107,1,2,good,other,nan,good,good,good,good,bad,other,good,rest,6,22.663123489687163,0.09398694285930582,0.03159830284905392,0.024200290816791148,0.1356482626786078,0.5560209667317273,0.9159431567086418,221.7289780605736,0.1593939262846529,2.5853923854042318
108,1,1,good,bad,bad,bad,nan,good,good,good,other,good,rest,5,26.60421342698922,0.22459961763679648,0.020050807433877993,0.04801478940437183,0.25567913057264235,0.6266975997537038,1.0515373237743721,185.38341471257024,0.1631197344312298,2.6347738014680115
108,1,2,nan,good,good,good,good,good,good,good,good,good,rest,3,31.250699563218625,0.09902878644105097,0.028564024375431346,0.01261410054106615,0.3227467873166867,0.37532637871645647,0.9799140109539205,266.05598052637157,0.28715085109794847,1.520959079127694
109,1,1,good,nan,good,other,other,nan,good,good,good,good,rest,3,5.894963240389552,0.14243808861088053,0.05509773450908971,0.051568106294151414,0.2116011270158977,0.587916809290902,1.197152391309841,278.89700940649095,0.18270153553093796,1.9445812331895185
109,1,2,bad,good,good,good,other,good,good,good,bad,other,rest,4,5.607762800532382,0.3026726743763482,0.05868320365866692,0.04267024060018212,0.2981356715480108,0.5639899289153543,1.0339913882000673,115.75467780308506,0.3044221699436177,1.5674121052638106
110,1,1,good,bad,bad,good,bad,good,bad,nan,good,good,rest,7,32.16852191202463,0.1335849677624517,0.04239499600626501,0.012024947596668386,0.24869619237285673,0.6272849831394909,1.17542384405584,137.08049237162987,0.3899739318937704,2.9552047668573604
110,1,2,nan,good,good,good,good,good,good,good,bad,good,rest,4,20.747662871129457,0.30512935534590985,0.05980636288193036,0.01536054229300703,0.18141643984751113,0.4787991051115379,1.1352428854670036,198.53833835705578,0.3996682721019458,2.65583895417765
111,1,1,good,bad,bad,bad,good,bad,bad,good,good,bad,rest,6,20.471905428763026,0.3132281237649166,0.01610074659314191,0.015713150412673006,0.19009590073690474,0.5156074840629175,1.0089795741264977,263.1648997748585,0.1858430450882549,1.627162114158367
111,1,2,nan,other,good,good,good,other,good,bad,good,nan,rest,5,14.513619856254147,0.24619194401507943,0.03407402137593992,0.035157942547251,0.12701651133464792,0.6331085826526899,1.405980924748164,113.94350912620708,0.22813698177575728,1.5730011822612524
112,1,1,good,bad,good,bad,bad,nan,good,good,good,other,rest,5,5.048925428895946,0.25272455346817085,0.022518829949491156,0.04730521160357506,0.33092505020519486,0.662053619408769,0.8171384090273273,248.89678871450442,0.44655096491951707,1.8639380527884344
112,1,2,bad,other,bad,bad,good,other,bad,other,good,good,rest,6,9.88249157899569,0.15925841285175815,0.052433434357366464,0.019532137830299626,0.3464122408983025,0.33953458868397784,1.142460347032993,98.07935898696883,0.33726625477153,2.6859022335834
113,1,1,bad,bad,good,bad,good,nan,other,bad,good,bad,rest,7,11.081652636880499,0.11340193797859348,0.05890213702028187,0.0317305180368603,0.15454463587713152,0.465731940990753,1.078163303786148,229.54046179285308,0.4230551306667134,2.9798851138831366
113,1,2,other,nan,bad,bad,good,good,good,good,good,good,rest,6,19.010550722395983,0.14693846184364126,0.024338710538014743,0.016801372261045323,0.2647954246827518,0.5232983450587538,1.158530494209961,131.68572019505706,0.4285137347706367,2.4578867944958125
